EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TAGS_INFRASTRUCTURE
UKR53163,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Svitlodarsk,48.438,38.224,2,Novoye Vremya Ukraine,National,"On 10 March 2022, Russian forces shelled and destroyed a gas pipeline near Svitlodarsk, Donetsk. No casualties.",0,,Energy
UKR53170,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Rubtsi,49.177,37.567,1,Liveuamap,Local partner-New media,"On 10 March 2022, Russian forces shelled a kindergarten and a boiler room in Rubtsi, Donetsk. Casualties unknown.",0,,Energy; Education
UKR53173,2022-03-10,2022,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Donetsk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 10 March 2022, Ukrainian forces fired unspecified weapons at the positions of the Donetsk People's Militia in Donetsk - Petrovskyi. A church and a residential building were damaged. Casualties unknown.",0,,Residential
UKR53174,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,,,,State forces only,,804,12,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Vasylivka,48.172,37.86,1,DPR Armed Forces Press Service,Other,"On 10 March 2022, Ukrainian forces shelled Vasylivka, Donetsk. Eight residential buildings were damaged. There were no casualties.",0,,Residential
UKR53177,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Balakliia,49.461,36.853,1,Suspilne Media,National,"On 10 March 2022, the Russian military forces shelled Balakliia, Kharkiv. One of the shells set a residential building on fire. There were no casualties.",0,,Residential
UKR53178,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Slobozhanske,49.37,36.58,1,24 Channel,National,"On 10 March 2022, the Military Forces of Russia shelled civilian houses in Slobozhanske village, Kharkiv. Initially, it was reported about 4 deaths, however, later 2 more bodies were found.",6,,Residential
UKR53179,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Velyka Komyshuvakha,49.114,36.99,1,Liveuamap,Local partner-New media,"On 10 March 2022, Russian forces shelled a school in Velyka Komyshuvakha, Kharkiv. Casualties unknown.",0,,Education
UKR53184,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,24 Channel; Novoye Vremya Ukraine; Segodnya,National,"On 10 March 2022, throughout the whole day Russian forces shelled various locations of the city of Kharkiv. Kharkiv Institute of Physics and Technology was shelled as a result of which fire broke out as well as a rocket exploded near a synagogue where about 100 people were sheltered. Civilian infrastructures were shelled as well. There are casualties among civilians. Unspecified fatalities coded as 3.",3,,Education
UKR53186,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kharkivskyi,Rohanska,Dokuchaievske,49.893,36.45,1,Centre for Information Resilience; Twitter,New media,"On 10 March 2022, Russian 'strikes' (assumed shelling) damaged a residential building in Dokuchaievske, Kharkiv oblast. No casualties were reported.",0,,Residential
UKR53200,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv,Buchanskyi,Irpinska,Irpin,50.522,30.251,1,Novoye Vremya Ukraine,National,"On 10 March 2022, Russian forces shelled Irpin, Kyiv as a result of which a house exploded and one civilian died.",1,,Residential
UKR53220,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.484,36.254,1,Suspilne Media,National,"On 10 March 2022, the Russian military forces shelled Polohy, Zaporizhia. At least two children were severely wounded - their legs were torn off. Further casualties unknown.",0,,Education
UKR151758,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,Liveuamap; Undisclosed Source,Local partner-Other,"On 9 March 2022, Russian forces shelled Velyka Danylivka neighbourhood in Kharkiv (Kharkiv). As a result, a fire broke out damaging a gas distribution pipeline. Casualties unknown.",0,,Energy
UKR53082,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,Suspilne Media,National,"On 9 March 2022, Russia forces fired 152mm artillery in central Chernihiv, setting 10 houses of fire. Casualties unknown.",0,,Residential
UKR53094,2022-03-09,2022,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Molochnyi,48.354,38.249,2,LPR People's Militia Press Service; Novoye Vremya Ukraine,Other-National,"On 9 March 2022, Ukrainian military fired 40 Grad BM-21 missiles at LPR positions near Molochnyi, Donetsk. LPR also shelled houses. Casualties unknown.",0,,Residential
UKR53103,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.13,37.571,1,24 Channel; Unian; Segodnya,National,"On 9 March 2022, Russian air force conducted air strikes at the 2nd maternity hospital and at the children's hospital in Mariupol. Three people, including a child, were killed, 17 wounded. Another pregnant woman and her child died later in a hospital.",5,,Health
UKR53114,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),Police Forces of Ukraine (2019-),Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,Stop Corruption; Unian; 24 Channel; Suspilne Media,National,"On 9 March 2022, Russian military forces fired a missile at a private house and buildings in the Saltovka neighborhood in Kharkiv. The missile went through the roof of the house. Injuries unknown, but the residents were alive. Another shelling on a market in the Zhukovsky neighborhood killed a teenager, while another one hit the Nikolski mall. An artillery shelling on the Kharkiv police department killed 4 people and wounded 15.",5,,Residential
UKR53125,2022-03-09,2022,2,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Vyshhorodskyi,Chornobylska Zona Vidchuzhennia,Pripyat,51.405,30.066,2,Unian,National,"Around 9 March 2022 (as reported), Russian military fired at electrical power lines near Pripyat, leading to the disconnection of the cooling system from the Chernobyl nuclear power plant. Casualties unknown.",0,,Energy
UKR53128,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Darnytskyi,50.4,30.681,1,Flot 2017; Segodnya; Unian,National,"On 9 March 2022, Ukrainian forces shot down a Russian SU-27 fighter jet over the Ososorki district in Kyiv - Darnytskyi. The pilot ejected but died. The jet crashed into a house, destroying it.",1,,Residential
UKR53134,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Rebel group,Military Forces of Ukraine (2019-),,State forces,State forces-Rebel group,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Popasnianska,Popasna,48.633,38.378,1,Unian; Suspilne Media,National,"On 9 March 2022, in the morning, rebel forces shelled Ukrainian positions in Popasna, Luhansk. Casualties unknown. A school and a deposit were set on fire.",0,,Education
UKR53136,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Rebel group,Military Forces of Ukraine (2019-),,State forces,State forces-Rebel group,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Borivske,48.871,38.56,1,Suspilne Media; Unian,National,"On 9 March 2022, in the morning, NAF rebel forces shelled Ukrainian positions in Borivske, Luhansk. Casualties unknown. Two houses were set on fire.",0,,Residential
UKR53137,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,,Rebel group,Civilians (Ukraine),,Civilians,Rebel group-Civilians,Civilian targeting,804,12,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.947,38.491,1,Unian; Novoye Vremya Ukraine,National,"On 9 March 2022, in the morning, NAF rebel forces shelled Severodonetsk, Luhansk. 10 people were killed, 9 wounded. Two apartments caught fire.",10,,Residential
UKR53140,2022-03-09,2022,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.967,32.018,1,Suspilne Media; 24 Channel; Unian; Segodnya,National,"On 9 March 2022, Russian forces fired Grad and Uragan missiles at Ukrainian checkpoints in Mykolaiv, damaging 120 houses. Casualties unknown.",0,,Residential
UKR53145,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.31,34.899,1,Suspilne Media; Unian,National,"On 9 March 2022, Russian air force conducted air strikes in Okhtyrka, damaging houses and a gas pipeline. Casualties unknown.",0,,Energy; Residential
UKR53148,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Police Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,804,12,Ukraine,Sumy,Sumskyi,Lebedynska,Lebedyn,50.585,34.485,1,Segodnya; Suspilne Media; Unian,National,"On 9 March 2022, after midnight, Russian air force conducted strikes on houses and shelled a police department in Lebedyn, Sumy. 2 houses were destroyed. 5 people were saved from the rubble and were injured. There were fatalities, but the number is unknown. Unspecified fatalities coded as 3.",3,,Residential
UKR53155,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.265,28.677,1,Unian; Novoye Vremya Ukraine; 24 Channel; Segodnya,National,"On 9 March 2022, Russian air force conducted air strikes in Zhytomyr, targeting a hospital, the 25th school, a bridge, a petrol station, and a heating plant. Two people were wounded",0,,Energy; Health; Education
UKR97557,2022-03-09,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.209,37.248,1,HRW,Other,"On 9 March 2022, Russian forces shelled a residential building in Izium, Kharkiv region, as a result of which at least 44 civilians were killed.",44,,Residential
UKR151756,2022-03-08,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,Twitter; Undisclosed Source,Local partner-Other,"On 8 March 2022, Russian forces shelled a tram depot and a hospital in Kharkiv (Kharkiv), destroying many tram carriages, railway tracks and equipment at the hospital. Casualties unknown.",0,,Health
UKR52976,2022-03-08,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Dniprovskyi,Novopokrovska,Hryhorivka,48.015,34.758,1,24 Channel; Suspilne Media,National,"On 8 March 2022, Russian forces fired a missile at the stadium of a school in Hryhorivka, Dnipropetrovsk. No casualties.",0,,Education
UKR52989,2022-03-08,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Donetsk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,2,DPR Armed Forces Press Service,Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Horlivka, Donetsk. Residential buildings and a pipeline were damaged. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,,Energy; Residential
